Supplier ID,Stone Type,Shape,Carat Weight,Primary Color,Price per Carat,Stock #,Color System,Stone Image,Certificate Image,Additional Image,Dimensions,Availability,Origin,Description,Treatment Notes,Lab,Certificate ID
,SA,RD,1.16,BLU,175.00,XSR5009,,XSR5009.jpg,,,5.00|5.00,,,RD Sapphire Pair Gem. 5.0,H,,xsr5009
,EM,TR,1.16,GRN,850.00,XET5500,,XET5500.jpg,,,5.50|5.50,,,TR Emerald Pair Gem. 5.5,O,,xet5500
,EM,PC,0.58,GRN,0.00,EPR0580,,,,,4.80|4.80|3.80,,,Emerald. PC. Green 4.8MM,O,,
,SA,CU,1.15,BLU,450.00,XSC4700,,xsc4700.jpg,,,4.70|4.70|2.90,,,Sapphire. Cushion. Blue 4.7mm,H,,
,EM,RD,1.17,GRN,1350.00,XER5007,,XER5007.jpg,,,5.00|5.00,,,RD Emerald Pair Gem. 5.0,O,,xer5007
,SA,RD,1.17,BLU,550.00,XSR1170,,XSR1170.jpg,,,4.80|4.80|3.30,,,Sapphire. Round. Blue 4.8mm,H,,
,EM,RD,1.19,GRN,900.00,XER5517,,,,,5.50|5.50,,,RD Emerald Pair Gem 5.50,O,,
,RU,RD,1.19,RED,550.00,XRR5003,,XRR5003.jpg,,,5.00|5.00|2.80,,,Ruby. Round. Red 5.0MM,H,,
,SA,RD,1.19,BLU,275.00,XSR5017,,xsr5017.jpg,,,5.00|5.00|2.90,,,Sapphire. Round. Blue 5.0MM,H,,
,EM,PS,0.60,GRN,950.00,EP06000,,,,,7.00|4.60|3.50,,,Emerald. PS. Green 7.0X4.6,O,,
,SA,RD,0.60,BLU,600.00,SR06000,,,,,5.20|5.20,,,Sapphire. Round. Blue 5.2mm,H,,
,EM,TR,1.22,GRN,750.00,XET6000,,XET6000.jpg,,,6.00|6.00,,,TR Emerald Pair Gem. 6.0,O,,xet6000
,EM,PS,1.21,GRN,700.00,XEP7503,,,,,7.00|5.00|3.00,,,PS Emerald Pair Gem 7.0x5.0,O,,
,PS,OV,0.61,PNK,225.00,PV06100,,pv06100.jpg,,,6.10|4.20|2.80,,,P. Sapphire. Oval. Pink,H,,
,SA,RD,1.22,BLU,300.00,XSR5151,,xsr5151.jpg,,,5.10|5.10|2.80,,,Sapphire. Round. Blue 5.1MM,H,,
,RU,TR,1.24,RED,900.00,XRT5502,,XRT5502.jpg,,,5.50|5.50,,,TR Ruby Pair Gem. 5.5,H,,xrt5502
,SA,RD,1.23,BLU,675.00,XSR510005,,xsr510005.jpg,,,5.10|5.10|2.90,,,Sapphire. Round. Blue 5.1mm,H,,
,RU,STB,0.63,RED,650.00,RB0630,,,,,5.40|3.80|2.40,,,STB Ruby Gem 5.4x3.8,H,,rxl1002
,RU,RD,1.26,RED,750.00,XRR1260,,xrr1260.jpg,,,5.40|5.40|2.60,,,Ruby. Round. Red 5.4MM,H,,
,PS,OV,0.63,PNK,225.00,PV06300,,pv06300.jpg,,,6.10|4.20|2.70,,,P. Sapphire. Oval. Pink,H,,
,SA,RD,1.26,BLU,575.00,XSR50002,,xsr50002.jpg,,,5.00|5.00|3.10,,,Sapphire. Round. Blue 5.0mm,H,,
,SA,PS,1.27,BLU,275.00,XSP6050,,XSP6050.jpg,,,6.00|5.00,,,PS Sapphire Pair Gem. 6.0-5.0,H,,xsp6050
,RU,RD,1.27,RED,475.00,XRR5103,,xrr5103.jpg,,,5.10|5.10|3.00,,,Ruby. Round. Red 5.1MM,H,,
,SA,RD,1.27,BLU,585.00,XSR50001,,xsr50001.jpg,,,5.00|5.00|3.20,,,Sapphire. Round. Blue 5.0mm,H,,
,EM,OV,1.29,GRN,1275.00,XEV6850,,XEV6850.jpg,,,6.80|5.00,,,OV Emerald Pair Gem. 6.8-5.0,O,,xev6850
,EM,RD,1.30,GRN,700.00,XER5508,,XER5508.jpg,,,5.50|5.50,,,RD Emerald Pair Gem. 5.5,O,,xer5508
,SA,RD,1.29,BLU,300.00,XSR5123,,XSR5123.jpg,,,5.10|5.10,,,RD Sapphire Pair Gem. 5.1,H,,xsr5123
,EM,TR,1.30,GRN,850.00,XET5900,,XET5900.jpg,,,5.90|5.90,,,TR Emerald Pair Gem. 5.9,O,,xet5900
,SA,RD,1.30,BLU,450.00,XSR5528,,xsr5528.jpg,,,5.50|5.50|3.10,,,RD Sapphire Pair Gem 5.50,H,,srl5057
,RU,RD,1.30,RED,750.00,XRR1300,,xrr1300.jpg,,,5.40|5.40|2.70,,,Ruby. Round. Red 5.4MM,H,,
,PS,RD,0.65,PNK,275.00,PR06500,,pr06500.jpg,,,5.10|5.10|2.80,,,P. Sapphire. Round. Pink 5.1MM,,,
,RU,RD,0.65,RED,575.00,RR06500,,RR06500.jpg,,,5.20|5.20|2.90,,,Ruby. Round. Red 5.2MM,H,,
,SA,CU,1.29,BLU,650.00,XSC4900,,xsc4900.jpg,,,4.90|4.90|3.10,,,Sapphire. Cushion. Blue 4.9mm,H,,
,SA,RD,1.29,BLU,600.00,XSR510004,,xsr510004.jpg,,,5.10|5.10|3.20,,,Sapphire. Round. Blue 5.1mm,H,,
,RU,RD,1.29,RED,750.00,XRR53000,,xrr53000.jpg,,,5.30|5.30|2.70,,,Ruby. Round. Red 5.3mm,H,,
,EM,RD,1.32,GRN,1875.00,XER5303,,XER5303.jpg,,,5.30|5.30,,,RD Emerald Pair Gem. 5.3,O,,xer5303
,SA,RD,1.32,BLU,150.00,XSR5201,,xsr5201.jpg,,,5.20|5.20,,,RD Sapphire Pair Gem. 5.2,H,,xsr5201
,SA,TR,1.31,BLU,600.00,XST5505,,XST5505.jpg,,,5.50|5.50,,,TR Sapphire Pair Gem. 5.5,H,,xst5505
,EM-P,RD,1.31,GRN,1200.00,XER5704,,,,,5.70|5.70|3.70,,,RD Emerald Pair Gem 5.70MM,,,
,PS,RD,0.66,PNK,375.00,PR06600,,pr06600.jpg,,,4.80|4.80|3.50,,,P. Sapphire. Round. Pink 4.8MM,,,
,SA,RD,1.31,BLU,525.00,XSR510002,,xsr510002.jpg,,,5.10|5.10|3.40,,,Sapphire. Round. Blue 5.1mm,H,,
,RU,RD,0.67,RED,800.00,RR06700,,rr06700.jpg,,,5.50|5.50|2.50,,,Ruby. Round. Red 5.5MM,H,,
,SA,RD,0.67,BLU,475.00,SR06700,,sr06700.jpg,,,5.10|5.10|3.30,,,RD Sapphire Gem5.1MM,H,,srl5056
,SA,RD,0.67,BLU,600.00,SR067001,,sr0926.jpg,,,5.00|5.00,,,Sapphire. Round. Blue 5.0mm,H,,
,SA,RD,1.33,BLU,625.00,XSR51002,,xsr51002.jpg,,,5.10|5.10|3.20,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,RD,1.34,BLU,575.00,XSR520003,,xsr520003.jpg,,,5.20|5.20|3.20,,,Sapphire. Round. Blue 5.2mm,H,,
,SA,RD,1.34,BLU,625.00,XSR520005,,xsr520005.jpg,,,5.20|5.20|3.10,,,Sapphire. Round. Blue 5.2mm,H,,
,EM,RD,1.35,GRN,1285.00,XER5502,,XER5502.jpg,,,5.50|5.50,,,RD Emerald Pair Gem. 5.5,O,,xer5502
,EM,RD,1.36,GRN,1250.00,XER5512,,XER5512.jpg,,,5.50|5.50,,,RD Emerald Pair Gem. 5.5,O,,xer5512
,SA,RD,1.35,BLU,280.00,XSR5111,,XSR5111.jpg,,,5.10|5.10,,,RD Sapphire Pair Gem. 5.1,H,,xsr5111
,SA,TR,1.35,BLU,650.00,XST5700,,XST5700.jpg,,,5.70|5.70,,,TR Sapphire Pair Gem. 5.7,H,,xst5700
,EM,TR,1.35,GRN,850.00,XET6002,,XET6002.jpg,,,6.00|6.00,,,TR Emerald Pair Gem. 6.0,O,,xet6002
,EM,RD,1.35,GRN,750.00,XER135SH,,XER135SH.jpg,,,6.10|6.10|3.80,,,Emerald. Round. Green 6.1MM,O,,
,PS,CU,1.36,PNK,650.00,XPC4900,,xpc4900.jpg,,,4.90|4.90,,,P. Sapphire. Cushion. Pink 4.9mm,H,,
,SA,RD,1.36,BLU,525.00,XSR510003,,xsr510003.jpg,,,5.10|5.10|3.30,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,RD,1.35,BLU,575.00,XSR49000,,xsr49000.jpg,,,4.90|4.90|3.50,,,Sapphire. Round. Blue 4.9mm,E,,
,SA,RD,1.35,BLU,650.00,XSR510007,,xsr510007.jpg,,,5.10|5.10|3.30,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,RD,1.36,BLU,625.00,XSR510008,,,,,5.10|5.10|3.20,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,HS,0.69,BLU,475.00,SH0690,,SH0690.jpg,,,5.70|5.40|2.70,,,HS Sapphire Gem. 5.7-5.4,H,,sh0690
,SA,PS,1.38,BLU,250.00,XSP6251,,XSP6251.jpg,,,6.20|5.10,,,PS Sapphire Pair Gem. 6.2-5.1,H,,xsp6251
,EM,RD,1.37,GRN,1875.00,XER5603,,XER5603.jpg,,,5.60|5.60,,,RD Emerald Pair Gem. 5.6,O,,xer5603
,SA,CU,0.69,BLU,485.00,SC06901,,sc06901.jpg,,,5.10|5.10,,,Sapphire. Cushion. Blue 5.1X5.1,H,,
,EM,RD,1.38,GRN,850.00,XER138SH,,XER138SH.jpg,,,6.10|6.10|4.00,,,Emerald. Round. Green 6.1MM,O,,
,SA,RD,1.38,BLU,575.00,XSR510001,,xsr510001.jpg,,,5.10|5.10|3.30,,,Sapphire. Round. Blue 5.1mm,H,,
,RU,TR,1.40,RED,950.00,XRT5508,,XRT5508.jpg,,,5.50|5.50,,,TR Ruby Pair Gem. 5.5,H,,xrt5508
,RU,RD,0.70,RED,485.00,RR0700,,RR0700.jpg,,,5.60|5.60|2.80,,,RD Ruby Gem 5.60,H,,rr0700
,RU,OV,0.70,RED,850.00,RV07000,,RV07000.jpg,,,6.10|4.80|2.60,,,Ruby. Oval. Red 6.1X4.8,H,,
,SA,RD,1.39,BLU,600.00,XSR51001,,xsr51001.jpg,,,5.10|5.10|3.50,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,RD,1.39,BLU,550.00,XSR53000,,,,,5.30|5.30|3.10,,,Sapphire. Round. Blue 5.3mm,H,,
,RU,MQ,0.71,RED,475.00,RM0710,,RM0710.jpg,,,8.20|4.20|2.70,,,MQ Ruby Gem. 8.2-4.2,H,,rm0710
,EM,RD,1.41,GRN,750.00,XER5511,,XER5511.jpg,,,5.50|5.50,,,RD Emerald Pair Gem. 5.5,O,,xer5511
,RU,TR,1.41,RED,950.00,XRT5503,,XRT5503.jpg,,,5.50|5.50|2.80,,,TR Ruby Pair Gem. 5.5,H,,xrt5503
,SA,RD,1.41,BLU,450.00,XSR5127,,XSR5127.jpg,,,5.10|5.10,,,RD Sapphire Pair Gem 5.10x5.10,H,,xsr5127
,EM,RD,1.42,GRN,1250.00,XER6102,,,,,6.10|6.10,,,RD Emerald Pair Gem 6.10,O,,
,PS,RD,0.71,PNK,375.00,PR07100,,pr07100.jpg,,,5.00|5.00|3.40,,,P. Sapphire. Round. Pink 5.0MM,,,
,SA,CU,0.72,BLU,350.00,SC07201,,sc07201.jpg,,,5.10|5.10,,,Sapphire. Cushion. Blue 5.1X5.1,H,,
,SA,PS,1.43,BLU,450.00,XSP6054,,,,,6.00|5.00|3.00,,,Sapphire. PS. Blue 6X5,H,,
,RU,RD,0.72,RED,650.00,RR07200,,rr07200.jpg,,,5.40|5.40|3.00,,,Ruby. Round. Red 5.4MM,H,,
,SA,PS,1.45,BLU,450.00,XSP6047,,XSP6047.jpg,,,6.00|4.70,,,PS Sapphire Pair Gem. 6.0-4.7,H,,xsp6047
,EM,RD,1.45,GRN,1100.00,XER5514,,XER5514.jpg,,,5.50|5.50,,,RD Emerald Pair Gem. 5.5,O,,xer5514
,SA,RD,0.73,BLU,450.00,SR0730,,sr0730.jpg,,,5.50|5.50|3.00,,,RD Sapphire Gem 5.50,H,,sr0730
,RU,CU,0.73,RED,850.00,RC07300,,rc07300.jpg,,,5.50|5.50|2.60,,,Ruby. Cushion. Red 5.5X5.5,H,,
,SA,RD,0.73,BLU,485.00,SR07300,,sr07300.jpg,,,5.10|5.10|3.20,,,RD Sapphire  Gem. 5.1MM,H,,xsr5126
,RU,RD,1.46,RED,700.00,XRR1460,,xrr1460.jpg,,,5.30|5.30|3.00,,,Ruby. Round. Red 5.3MM,H,,
,SA,RD,0.75,BLU,285.00,SR07500,,sr07500.jpg,,,5.50|5.50|3.30,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,CU,0.75,BLU,450.00,SC07501,,sc07501.jpg,,,5.00|5.00,,,Sapphire. Cushion. Blue 5.0X5.0,H,,
,EM,RD,1.50,GRN,1400.00,XER150SH,,XER150SH.jpg,,,6.00|6.00|3.80,,,Emerald. Round. Green 6.0MM,O,,
,SA,RD,0.75,BLU,375.00,SR07501,,SR07501.jpg,,,5.50|5.50|3.10,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,RD,0.75,BLU,525.00,SR07502,,SR07502.jpg,,,5.40|5.40|3.20,,,RD Sapphire Gem 5.4MM,H,,srl5056
,SA,RD,1.50,BLU,750.00,XSR1500,,,,,5.40|5.40|3.20,,,Sapphire. Round. Blue 5.4mm,H,,
,SA,RD,1.49,BLU,550.00,XSR55000,,xsr55000.jpg,,,5.50|5.50|3.10,,,Sapphire. Round. Blue 5.5mm,H,,
,SA,RD,1.50,BLU,750.00,XSR510006,,xsr510006.jpg,,,5.10|5.10|3.70,,,Sapphire. Round. Blue 5.1mm,H,,
,SA,RD,1.50,BLU,780.00,XSR550004,,xsr550004.jpg,,,5.50|5.50|3.20,,,Sapphire. Round. Blue 5.5mm,H,,
,RU,PS,1.51,RED,1100.00,XRP7053,,XRP7053.jpg,,,7.00|5.00,,,PS Ruby Pair Gem. 7.0-5.0,H,,xrp7053
,SA,RD,1.51,BLU,300.00,XSR5524,,XSR5524.jpg,,,5.50|5.50|3.20,,,RD Sapphire Pair Gem. 5.5,H,,xsr5524
,SA,RD,1.51,BLU,485.00,XSR4903,,XSR4903.jpg,,,4.90|4.90|3.80,,,RD Sapphire Pair Gem. 4.9,H,,xsr4903
,RU,OV,0.76,RED,525.00,RV0761,,RC0761.jpg,,,5.50|4.50|3.40,,,OV Ruby Gem 5.5x4.5,H,,rxl1002
,SA,RD,0.76,BLU,350.00,SR07600,,sr07600.jpg,,,5.70|5.70|2.90,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,RD,0.76,BLU,550.00,SR07601,,SR07601.jpg,,,5.60|5.60|3.10,,,RD Sapphire Gem 5.6MM,H,,srl5056
,PS,RD,0.76,PNK,300.00,PR07600,,pr07600.jpg,,,5.50|5.50|3.00,,,P. Sapphire. Round. Pink 5.5MM,,,
,RU,RD,1.51,RED,675.00,XRR51000,,xrr51000.jpg,,,5.10|5.10|3.60,,,Ruby. Round. Red 5.1mm,H,,
,SA,TR,1.54,BLU,675.00,XST5506,,XST5506.jpg,,,5.50|5.50,,,TR Sapphire Pair Gem. 5.5,H,,xst5506
,YS,RD,0.77,Yellow,250.00,YR0770,,,,,5.60|5.60|3.10,,,Y. Sapphire. Round. Yellow 5.6MM,,,or0770
,SA,OV,0.77,BLU,240.00,SV07700,,sv07700.jpg,,,6.00|4.30,,,Sapphire. Oval. Blue 6.0X4.3mm,H,,
,SA,RD,0.77,BLU,850.00,SR591455,,SR591455.jpg,,,5.80|5.80|2.80,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,RD,0.77,BLU,585.00,SR07700,,SR07700.jpg,,,5.50|5.50|3.10,,,RD Sapphire Gem 5.5MM,H,,srl5056
,SA,RD,1.54,BLU,600.00,XSR52000,,xsr52000.jpg,,,5.20|5.20|3.50,,,Sapphire. Round. Blue 5.2mm,H,,
,SA,RD,1.56,BLU,385.00,XSR5518,,XSR5518.jpg,,,5.50|5.50,,,RD Sapphire Pair Gem. 5.5,H,,xsr5518
,SA,RD,1.55,BLU,375.00,XSR5612,,XSR5612.jpg,,,5.60|5.60,,,RD Sapphire Pair Gem. 5.6,H,,xsr5612
,EM,TR,1.56,GRN,950.00,XET6200,,XET6200.jpg,,,6.20|6.20,,,TR Emerald Pair Gem. 6.2,O,,xet6200
,SA,TR,1.55,BLU,700.00,XST5201,,XST5201.jpg,,,5.20|5.20,,,TR Sapphire Pair Gem. 5.2,H,,xst5201
,SA,TR,1.55,BLU,675.00,XST5352,,XST5352.jpg,,,5.30|5.20,,,TR Sapphire Pair Gem. 5.3-5.2,H,,xst5352
,RU,RD,1.56,RED,625.00,XRR5607,,XRR5607.jpg,,,5.60|5.60,,,RD Ruby Pair Gem 5.60,H,,rrl5059
,RU,RD,1.55,RED,600.00,XRR5609,,XRR5609.jpg,,,5.60|5.60,,,RD Ruby Pair Gem 5.60,H,,rrl5059
,SA,RD,0.78,BLU,550.00,SR0780,,sr0780.jpg,,,5.80|5.80|3.00,,,RD Sapphire Gem 5.80,H,,srl6006
,SA,OV,0.78,BLU,350.00,SV07800,,sv07800.jpg,,,6.00|5.00,,,Sapphire. Oval. Blue 6.0X5.0,H,,
,SA,RD,0.78,BLU,375.00,SR07800,,SR07800.jpg,,,5.60|5.60|3.10,,,RD Sapphire Gem 5.6MM,H,,srl5062
,SA,RD,0.78,BLU,350.00,SR07801,,SR07801.jpg,,,5.60|5.60|3.20,,,RD Sapphire Gem 5.6MM,H,,srl5062
,EM,OV,0.78,GRN,750.00,EV07800,,ev07800.jpg,,,7.10|5.20|3.30,,,Emerald. Oval. Green 7.1X5.2,O,,
,PS,OV,0.78,PNK,475.00,PV07800,,pv07800.jpg,,,6.80|4.70|2.70,,,P. Sapphire. Oval. Pink 6.8X4.7,H,,
,RU,OV,0.78,RED,685.00,RV07801,,RV07801.jpg,,,7.00|4.90|2.40,,,Ruby. Oval. Red 7.0X4.9,H,,
,SA,PS,1.57,BLU,350.00,XSP6250,,XSP6250.jpg,,,6.20|5.00,,,PS Sapphire Pair Gem. 6.2-5.0,H,,xsp6250
,YS,RD,0.79,Yellow,275.00,YR0790,,,,,5.50|5.50|3.60,,,Y. Sapphire. Round. Yellow 5.5MM,E,,or0790
,SA,RD,0.79,BLU,350.00,SR0791,,sr0791.jpg,,,5.40|5.40|3.40,,,RD Sapphire Gem 5.40,H,,srl5057
,SA,RD,0.79,BLU,300.00,SR07901,,sr07901.jpg,,,5.80|5.80|2.80,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,RD,1.58,BLU,275.00,XSR5410,,xsr5410.jpg,,,5.40|5.40|3.40,,,Sapphire. Round. Blue 5.4MM,H,,
,RU,RD,0.79,RED,550.00,RR07900,,rr07900.jpg,,,5.20|5.20|3.60,,,Ruby. Round. Red 5.2MM,H,,
,SA,RD,1.58,BLU,750.00,XSR55002,,xsr55002.jpg,,,5.50|5.50|3.60,,,Sapphire. Round. Blue 5.5mm,H,,
,RU,TR,1.60,RED,1200.00,XRT5505,,XRT5505.jpg,,,5.50|5.50,,,TR Ruby Pair Gem. 5.5,H,,xrt5505
,SA,TR,1.59,BLU,800.00,XST5102,,XST5102.jpg,,,5.10|5.10,,,TR Sapphire Pair Gem. 5.1,H,,xst5102
,SA,RD,0.80,BLU,475.00,SR0803,,sr0803.jpg,,,5.20|5.20|3.50,,,RD Sapphire Gem 5.20,H,,srl5057
,EM,RD,1.60,GRN,850.00,XER160SH,,XER160SH.jpg,,,6.00|6.00|4.40,,,Emerald. Round. Green 6.0MM,O,,
,YS,RD,0.80,Yellow,225.00,YR08000,,yr08000.jpg,,,5.50|5.50|3.50,,,Y. Sapphire. Round. Yellow 5.5MM,H,,
,RBL,RD,0.80,BLU,750.00,SR08001,,sr08001.jpg,,,5.60|5.60|3.60,,,Rubellite. Round. Blue 5.6mm,H,,
,SA,PS,1.61,BLU,300.00,XSP6350,,XSP6350.jpg,,,6.30|5.00,,,PS Sapphire Pair Gem. 6.3-5.0,H,,xsp6350
,SA,TR,1.62,BLU,675.00,XST5200,,XST5200.jpg,,,5.20,,,TR Sapphire Pair Gem. 5.2,H,,xst5200
,SA,RD,0.81,BLU,450.00,SR0813,,sr0813.jpg,,,5.70|5.70|3.10,,,RD Sapphire Gem 5.70,H,,srl6005
,SA,RD,0.81,BLU,450.00,SR08100,,sr08100.jpg,,,5.50|5.50|3.50,,,Sapphire. Round. Blue 5.5MM,H,,
,RU,RD,0.81,RED,750.00,RR570355,,rr570355.jpg,,,5.60|5.60|3.10,,,Sapphire. Round. Red 5.6MM,H,,
,SA,RD,1.62,BLU,750.00,XSR55001,,xsr55001.jpg,,,5.50|5.50|3.90,,,Sapphire. Round. Blue,H,,
,SA,RD,1.63,BLU,450.00,XSR5527,,xsr5527.jpg,,,5.50|5.50|3.90,,,RD Sapphire Pair Gem 5.50,H,,srl5057
,SA,RD,0.82,BLU,500.00,SR08200,,sr08200.jpg,,,5.90|5.90|3.10,,,Sapphire. Round. Blue 5.9MM,H,,
,GS,RD,0.82,GRN,350.00,GR08200,,gr08200.jpg,,,5.70|5.70|3.20,,,G. Sapphire. Round. Green 5.7MM,,,
,SA,MIX,1.63,BLU,450.00,XSR5530,,xsr5530.jpg,,,5.50|5.50|3.80,,,RD Sapphire Pair 5.5mm,H,,
,SA,PS,1.66,BLU,450.00,XSP4766,,XSP4766.jpg,,,6.60|4.70,,,PS Sapphire Pair Gem. 6.6-4.7,H,,xsp4766
,SA,RD,1.66,BLU,450.00,XSR5402,,xsr5402.jpg,,,5.40|5.40,,,RD Sapphire Pair Gem. 5.4,H,,xsr5402
,SA,TR,1.66,BLU,700.00,XST5901,,XST5901.jpg,,,5.90|5.90,,,TR Sapphire Pair Gem. 5.9,H,,xst5901
,SA,TR,1.65,BLU,700.00,XST6002,,XST6002.jpg,,,6.00|6.00,,,TR Sapphire Pair Gem. 6.0,H,,xst6002
,SA,RD,0.83,BLU,375.00,SR0831,,SR0831.jpg,,,5.60|5.60|3.40,,,RD Sapphire Gem 5.60mm,H,,sr0831
,RU,EC,0.83,RED,850.00,RE0830,,re0830.jpg,,,6.30|4.00|2.90,,,EC Ruby Gem 6.3x4.0,H,,rel1000
,SA,RD,0.83,BLU,300.00,SR08301,,sr08301.jpg,,,5.50|5.50|3.50,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,OV,0.83,BLU,275.00,SV08300,,sv08300.jpg,,,6.20|4.30,,,Sapphire. Oval. Blue  6.2X4.3,H,,
,SA,RD,0.83,BLU,285.00,SR08300,,sr08300.jpg,,,5.70|5.70|3.50,,,Sapphire. Round. Blue 5.7MM,H,,
,RU,RD,0.83,RED,550.00,RR08301,,RR08301.jpg,,,5.40|5.40|3.30,,,Ruby. Round. Red 5.4MM,H,,
,SA,RD,0.83,BLU,680.00,SR08302,,SR08302.jpg,,,5.30|5.30|3.50,,,RD Sapphire Gem 5.3MM,H,,srl5056
,RU,RD,1.65,RED,900.00,XRR1650,,xrr1650.jpg,,,5.90|5.90|2.90,,,Ruby. Round. Red 5.9MM,H,,
,RU,OV,0.84,RED,675.00,RV0840,,rc0840.jpg,,,5.60|4.70|3.40,,,OV Ruby Gem. 5.6-4.7,H,,rc0840
,SA,TR,1.67,BLU,675.00,XST6001,,XST6001.jpg,,,6.00|6.00,,,TR Sapphire Pair Gem. 6.0,H,,xst6001
,SA,RD,0.84,BLU,375.00,SR0842,,SR0842.jpg,,,5.60|5.60|3.40,,,RD Sapphire Gem 5.60,H,,sr0842
,RU,OV,0.84,RED,575.00,RV08420,,RC0842.jpg,,,5.50|4.70|3.70,,,OV Ruby Gem 5.5x4.7,H,,rxl1002
,RU,RD,1.68,RED,800.00,XRR5606,,XRR5606.jpg,,,5.60|5.60,,,RD Ruby Pair Gem 5.60,H,,rrl5059
,RU,RD,1.68,RED,550.00,XRR5508,,XRR5508.jpg,,,5.50|5.50,,,RD Ruby Pair Gem 5.50,H,,rrl5059
,RU,PS,0.84,RED,875.00,RP08400,,rp08400.jpg,,,6.80|5.70|2.70,,,Ruby. PS. Red 6.8X5.7,H,,
,RU,RD,0.84,RED,385.00,RR08400,,RR08400.jpg,,,5.90|5.90|2.70,,,Ruby. Round. Red 5.9MM,H,,
,SA,RD,0.84,BLU,375.00,SR08400,,SR08400.jpg,,,5.60|5.60|3.30,,,RD Sapphire Gem 5.6MM,H,,srl5062
,SA,RD,1.69,BLU,350.00,XSR5520,,XSR5520.jpg,,,5.50|5.50,,,RD Sapphire Pair Gem. 5.5,H,,xsr5520
,SA,RD,0.85,BLU,475.00,SR0852,,SR0852.jpg,,,5.90|5.90|3.10,,,RD Sapphire Gem 5.90,H,,
,SA,RD,0.85,BLU,650.00,SR0854,,sr0854.jpg,,,5.80|5.80|3.20,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,OV,0.85,BLU,250.00,SV08500,,SV08500.jpg,,,6.00|4.80,,,Sapphire. Oval. Blue 6.0X4.8,H,,
,SA,RD,0.85,BLU,585.00,SR08501,,sr08501.jpg,,,5.70|5.70|3.30,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,RD,0.85,BLU,385.00,SR08500,,sr08500.jpg,,,5.50|5.50|3.30,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,RD,0.86,BLU,650.00,SR0860,,SR0860.jpg,,,5.50|5.50|3.50,,,RD Sapphire Gem 5.50,H,,sr0860
,SA,RD,0.86,BLU,650.00,SR08600,,SR08600.jpg,,,5.80|5.80|3.30,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,RD,1.72,BLU,750.00,XSR5914,,xsr5914.jpg,,,5.90|5.90|3.00,,,Sapphire. Round. Blue 5.9MM,H,,
,PS,CU,0.86,PNK,475.00,PC08600,,pc08600.jpg,,,5.30|5.30|3.10,,,P. Sapphire. Cushion. Pink,H,,
,YS,RD,0.86,Yellow,285.00,YR08600,,yr08600.jpg,,,5.60|5.60|3.50,,,Y. Sapphire. Round. Yellow 5.6MM,H,,
,SA,RD,0.86,BLU,475.00,SR08601,,SR08601.jpg,,,5.70|5.70|3.30,,,RD Sapphire Gem 5.7MM,H,,srl5056
,WS,RAD,0.86,White,475.00,SWD0860,,SWD0860.jpg,,,6.00|4.50|3.60,,,W.Sapphire. RAD. White 6.0X4.5,H,,
,RU,RD,1.74,RED,900.00,XRR5602,,XRR5602.jpg,,,5.60|5.60,,,RD Ruby Pair Gem. 5.6,H,,xrr5602
,SA,RD,1.73,BLU,450.00,XSR5502,,XSR5502.jpg,,,5.50|5.50,,,RD Sapphire Pair Gem. 5.5,H,,xsr5502
,SA,RD,1.73,BLU,400.00,XSR5521,,XSR5521.jpg,,,5.50|5.50,,,RD Sapphire Pair Gem. 5.5,H,,xsr5521
,SA,RD,0.87,BLU,450.00,SR0871,,SR0871.jpg,,,5.70|5.70|3.40,,,Round Sapphire,H,,sr0871
,SA,RD,1.73,BLU,650.00,XSR5409,,xsr5409.jpg,,,5.40|5.40|3.40,,,RD Sapphire Pair Gem 5.40,H,,srl5503
,RU,RD,1.74,RED,750.00,XRR5703,,XRR5703.jpg,,,5.70|5.70,,,RD Ruby Pair Gem 5.70,H,,rrl5059
,SA,OV,0.87,BLU,250.00,SV08700,,SV08700.jpg,,,6.20|5.00,,,Sapphire. Oval. Blue 6.2X5.0,H,,
,SA,RD,0.87,BLU,550.00,SR08700,,sr08700.jpg,,,5.50|5.50|3.60,,,Sapphire. Round. Blue 5.5MM,H,,
,PS,CU,0.87,PNK,575.00,PC08700,,,,,5.40|5.40|3.30,,,P. Sapphire. Cushion. Pink 5.4X5.4,H,,
,SA,PS,1.76,BLU,275.00,XSP6348,,XSP6348.jpg,,,6.30|4.80,,,PS Sapphire Pair Gem. 6.3-4.8,H,,xsp6348
,SA,RD,0.88,BLU,425.00,SR0881,,SR0881.jpg,,,5.70|5.70|3.40,,,RD Sapphire Gem 5.70,H,,sr0881
