Supplier ID,Stone Type,Shape,Carat Weight,Primary Color,Price per Carat,Stock #,Color System,Stone Image,Certificate Image,Additional Image,Dimensions,Availability,Origin,Description,Treatment Notes,Lab,Certificate ID
,EM,EC,15.96,GRN,6750.00,EE1596SH,,EE1596SH.jpg,EE1596SH_CERT.jpg,,18.40|13.90|8.80,,,Emerald. EC. Green 18.4X13.9,O,GRS,
,EM,EC,4.98,GRN,7000.00,EE4980MN,,ee4980mn.jpg,ee4980mn_cert.jpg,,12.20|8.90,,,Emerald. EC. Green 12.2x8.9,O,,
,EM,EC,8.23,GRN,5750.00,EE823GS,,,EE823GS_CERT.jpg,,14.10|11.60|7.00,,,Emerald. EC. Green 14.1X11.6,O,,
,EM,OV,2.40,GRN,3750.00,EV24000AZ,,ev24000az.jpg,ev24000az_CERT.jpg,,9.80|8.30|5.30,,,Emerald. Oval. Green 9.8X8.3,O,GIA,5172101562
,PA,CU,1.40,BLU,25000.00,PBC14009Z,,pbc14009z.jpg,pbc14009z_cert.jpg,,8.10|6.00,,,Paraiba. Cushion. Blue 8.1X6.0,H,GIA,
,PA,CU,1.52,BLU,14500.00,PBC152Z,,,pbc152z_cert.jpg,,8.00|5.90|3.70,,BRA,Paraiba. Cushion. Blue 8x6mm,H,GIA,6221841454
,PA,CU,3.24,Greenish Blue,4000.00,PBC3240,,,PBC3240_CERT.jpg,,9.10|8.30|5.70,,,Paraiba. Cushion. Greenish Blue 9.1X8.3,,GIA,6192539382
,PA,CU,3.25,BLU,18000.00,PBC325Z,,,pbc325z_cert.jpg,,9.10|7.60|6.20,,BRA,Paraiba. Cushion. Blue 9.1x7.6mm,H,GIA,1229815776
,PA,CU,4.49,BLU,35000.00,PBC449Z,,PBC449Z.jpg,pbc449z_cert.jpg,,11.30|8.70|5.70,,BRA,Paraiba. Cushion. Blue 11.4x8.8mm,H,GIA,3225855371
,PA,CU,4.82,BLU,30000.00,PBC482Z,,pbc482z_.jpg,pbc482z_cert.jpg,,11.80|8.30|5.90,,BRA,Paraiba. Cushion. Blue 12x8.4mm,H,GIA,6222815871
,PA,CU,6.11,BLU,100000.00,PBC611Z,,PBC611Z.jpg,PBC611Z_CERT.jpg,,10.40|10.10|7.60,,BRA,Paraiba. Cushion. Blue. Brazil 10.4X10.1,E,GIA,1187400615
,PA,CU,6.91,GRN,8000.00,PBC691Z,,pbc691z.jpg,pbc691z_cert.jpg,,11.90|10.50|7.60,,BRA,Paraiba 11.9x10.5mm,H,GIA,1162828897
,PA,CU,7.45,BLU,30000.00,PBC745Z,,pbc745z.jpg,pbc745z_cert.jpg,,11.40|11.20|8.10,,BRA,Paraiba. Cushion. 11.4x11.2mm,H,GIA,6192790185
,PA,PS,11.65,BLU,2750.00,PBP11659,,pbp11659.jpg,pbp11659_cert.jpg,,19.20|11.30|9.30,,MOZ,Paraiba. PS. 19.2x11.3mm,H,GIA,6173282334
,PA,PS,1.41,BLU,24000.00,PBP1419Z,,pbp1419z.jpg,pbp1419z_cert.jpg,,9.60|6.00,,,Paraiba. PS. Blue 9.6X6.0,H,,
,PA,PS,2.13,BLU,6500.00,PBP2130,,PBP2130.jpg,pbp2130_cert.jpg,,11.00|6.90|5.00,,,Paraiba. PS. 11.00x6.90mm,H,GIA,6225098931
,PA,PS,23.42,BLU,6500.00,PBP23420,,pbp23420_.jpg,pbp23420_cert.jpg,,22.60|15.20|11.00,,,Paraiba. PS 22.6x15.2mm,H,GIA,1215069562
,PA,PS,3.51,BLU,9500.00,PBP3510,,pbp3510.jpg,pbp3510_cert.jpg,,14.00|8.80|4.70,,,Paraiba. PS 14.0x8.8mm,H,GIA,
,PA,PS,2.57,BLU,28500.00,PBPS257Z,,PBPS257Z.jpg,PBPS257Z_CERT.jpg,,10.30|6.90|5.70,,,Paraiba. PS. Greenish Blue 10.3X6.9,,GIA,1199539432
,PA,PS,3.53,BLU,7500.00,PBPS353,,PBPS353.jpg,PBPS353_CERT.jpg,,16.00|8.20|4.50,,,Paraiba. PS. Greenish Blue 10X8.2,,GIA,3195539332
,PA,OV,10.80,BLU,12000.00,PBV10800,,pbv10800.jpg,pbv10800_cert.jpg,,15.40|11.30|9.40,,,Paraiba. Oval 15.4X11.3mm,H,GIA,2171489171
,PA,OV,11.55,BLU,14000.00,PBV11550,,PBV11550.jpg,pbv11550_CERT.jpg,,14.10|12.70|9.00,,,Paraiba. Oval. Blue 14X12,,GIA,6162274719
,PA,OV,1.42,BLU,22500.00,PBV1420Z,,pbv1420z.jpg,pbv1420z_cert.jpg,,7.70|5.80|4.70,,,Paraiba. Oval 7.7X5.8mm,H,GIA,
,PA,OV,1.44,BLU,25000.00,PBV1449Z,,pbv1449z.jpg,pbv1449z_cert.jpg,,8.50|6.80,,,Paraiba. Oval. Blue 8.5X6.8,H,GIA,
,PA,OV,1.47,BLU,22500.00,PBV1470Z,,pbv1470z.jpg,pbv1470z_cert.jpg,,8.00|6.70|3.90,,BRA,Paraiba. Oval 8.0x6.7mm,H,GIA,
,PA,OV,1.54,BLU,14500.00,PBV154Z,,,pbv154z_cert.jpg,,8.90|6.50|3.90,,BRA,Paraiba. Oval. Blue 9x6.5mm,H,GIA,5223815148
,PA,OV,1.57,BLU,12000.00,PBV1570Z,,pbv1570z.jpg,pbv1570z_cert.jpg,,8.00|6.90|4.60,,BRA,Paraiba. Oval. 8.00x6.90mm,H,GIA,6222098033
,PA,OV,1.76,BLU,0.00,PBV176Z,,,pbv176z_cert.jpg,,8.50|6.20|4.80,,BRA,Paraiba. Oval. Blue 8.5x6.2mm,H,GIA,5226815213
,PA,OV,1.80,BLU,4500.00,PBV180,,,PBV180_CERT.jpg,,8.90|6.90|4.70,,,Paraiba. Oval. Greenish Blue 8.9X6.9,,GIA,1197539291
,PA,OV,1.81,BLU,24000.00,PBV1819Z,,pbv1819z.jpg,pbv1819z_cert.jpg,,8.50|6.40,,,Paraiba. Oval. Blue 8.5X6.4,H,GIA,
,PA,OV,1.97,BLU,17500.00,PBV197Z,,,pbv197z_cert.jpg,,9.00|6.90|5.00,,BRA,Paraiba. Oval. Blue 9x7mm,H,GIA,6222815251
,PA,OV,2.25,BLU,5250.00,PBV2250,,pbv2250.jpg,pbv2250_cert.jpg,,10.20|6.40|5.10,,,Paraiba. Oval. 10.20x6.40mm,H,GIA,7226098926
,PA,OV,2.51,BLU,15000.00,PBV251Z,,pbv251z.jpg,pbv251z_cert.jpg,,9.70|7.20|5.40,,BRA,Paraiba. Oval. Blue 9.8x7.3mm,H,GIA,1225815328
,PA,OV,2.58,BLU,4850.00,PBV2580,,pbv2580.jpg,pbv2580_cert.jpg,,9.80|7.10|5.50,,,Paraiba. Oval. 9.80x7.10mm,H,GIA,7222098938
,PA,OV,2.61,BLU,12500.00,PBV261Z,,pbv261z.jpg,pbv261z_cert.jpg,,9.30|7.10|5.40,,BRA,Paraiba. Oval. Blue 9.4x7.2mm,H,GIA,1223815363
,PA,OV,2.62,BLU,5500.00,PBV2620Z,,PBV2620Z.jpg,pbv2620z_CERT.jpg,,10.00|8.00,,, Oval Paraiba (Brazil) 10X8,,AIGS,PGR14051907
,PA,OV,2.83,BG,12000.00,PBV2830Z,,PBV2830Z.jpg,PBV2830Z_CERT.jpg,,10.10|7.90|5.50,,BRA,Paraiba. Oval. Blue Green. Brazil 10.1X7.9,H,GIA,6205747005
,PA,OV,3.01,BLU,50000.00,PBV301Z,,PBV301Z.jpg,pbv301z_CERT.jpg,,11.70|7.70|5.00,,,Paraiba. Oval. Greenish Blue 11.7X7.7,,GIA,1162958284
,PA,OV,3.28,BLU,20000.00,PBV328Z,,pbv328z.jpg,pbv328z_cert.jpg,,10.50|8.10|6.10,,BRA,Paraiba. Oval. Blue 10.6x8mm,H,GIA,7228855346
,PA,OV,3.57,BLU,15000.00,PBV357Z,,,pbv357z_cert.jpg,,11.00|7.20|6.10,,BRA,Paraiba. Oval. Blue 11x7.3mm,H,GIA,6222815400
,PA,OV,3.80,BLU,27500.00,PBV380Z,,pbv380z.jpg,pbv380z_cert.jpg,,11.90|8.40|5.40,,BRA,Paraiba. Oval. Blue 12x8.5 mm,H,GIA,6222815455
,PA,OV,4.04,BLU,35000.00,PBV4040Z,,pbv4040z.jpg,pbv4040z_cert.jpg,,10.50|8.40|6.50,,BRA,Paraiba. Oval. 10.5x8.4mm,H,GIA,2197792817
,PA,OV,6.22,BLU,35000.00,PBV622Z,,pbv622z.jpg,pbv622z_cert.jpg,,12.90|9.50|7.70,,BRA,Paraiba. Oval. Blue 13x9.5mm,H,GIA,6222815715
,PA,OV,6.34,Blue,8000.00,PBV6340,,PBV6340.jpg,pbv6340_cert.jpg,,11.10|10.70|7.30,,MOZ,Paraiba. Oval 11.1x10.7mm,H,GIA,
,PS,EC,4.15,PNK,650.00,PE4150,,PE4150.jpg,pe4150_CERT.jpg,,9.90|8.30|4.80,,,CERT EC P. Sapphire Gem. 9.9-8.3,N,TGL,19080432
,PS,OV,11.65,Pink,6500.00,PS116500,,PS116500.jpg,PS116500_CERT.jpg,,14.60|10.70|8.70,,MAD,P. Sapphire. Oval 14.6X10.7,H,GRS,GRS2014-084816
,PS,OV,1.44,PNK,800.00,PV1440,,pv1440.jpg,pv1440_CERT.jpg,,7.10|5.90|4.00,,,OV P. Sapphire Gem. 7.1-5.9,N,TGL,16040502
,PS,OV,4.06,PNK,1650.00,PV4060ZB,,pv4060zb.jpg,pv4060zb_cert.jpg,,11.60|7.60|5.00,,,P. Sapphire. Oval 11.6x7.6mm,N,TGL,
,PS,OV,4.21,PNK,800.00,PV4210ZB,,pv4210zb.jpg,pv4210zb_cert.jpg,,11.70|9.20|4.60,,,P. Sapphire. Oval 11.7x9.2mm,H,TGL,
,PS,OV,4.48,PNK,1000.00,PV44800,,PV44800.jpg,PV44800_CERT.jpg,,10.30|8.10|6.10,,,P. Sapphire. Oval. Pink 10.3x8.1,H,,25080918
,PS,OV,5.11,PNK,2500.00,PV5110ZB,,pv5110zb.jpg,pv5110zb_cert.jpg,,13.70|10.20|4.60,,,P. Sapphire. Oval 13.7x10.2mm,H,GRS,
,RU,CU,2.06,RED,6000.00,RC2060MN,,rc2060mn.jpg,rc2060mn_cert.jpg,,6.70|6.50,,,Ruby. Cushion. Red 6.7x6.5mm,H,GIA,6177509550
,RU,CU,4.06,RED,3850.00,RC4061,,RC4061.jpg,rc4061_CERT.jpg,,11.80|8.10|4.30,,,CERT CC Ruby Gem 11.80x8.10,H,GRS,GRS2012-110343T
,RU,CU,5.12,RED,4500.00,RC5120,,RC5120.jpg,rc5120_CERT.jpg,,10.40|9.20|5.90,,,CERT CC Ruby Gem. 10.4-9.2,H,GRS,GRS2011-070712T
,RU,EC,5.20,RED,4850.00,RE52000,,re52000.jpg,re52000_cert.jpg,,9.00|8.30|6.60,,MOZ,Ruby. EC 9.0x8.3mm,H,GRS,GRS2012-013022
,RU,OV,8.48,RED,20000.00,RV84800,,RV84800.jpg,RV84800_CERT.jpg,,13.40|10.50|7.00,,,Ruby. Oval. Red 13.4X10.5,H,GRS,GRS2014-081786
,SA,CU,11.73,BLU,14000.00,SC1173ZB,,sc1173zb.jpg,sc1173zb_cert.jpg,,13.20|11.20|8.60,,,Sapphire. Cushion 13.2x11.2mm,N,,
,SA,CU,11.75,BLU,7500.00,SC11750,,SC11750.jpg,sc11750_CERT.jpg,,14.40|11.40|7.30,,,CERT CC Sapphire Gem 14.40x11.40,H,GRS,GRS2014-082136
,SA,CU,2.83,BLU,1850.00,SC28301VC,,SC28301VC.jpg,SC28301VC_VERT.jpg,,9.30|7.50|4.00,,MAD,Sapphire. Cushion. 9.3x7.5mm,N,GIA,
,SA,CU,3.10,BLU,2500.00,SC3102,,SC3102.jpg,sc3102_CERT.jpg,,8.50|7.20,,,Sapphire. Cushion. Blue,N,TGL,23091137
,SA,CU,4.09,BLU,2000.00,SC4091,,SC4091.jpg,sc4091_CERT.jpg,,9.40|7.80|6.20,,,CERT CC Sapphire Gem 9.40x7.80,H,GRS,GRS2013-092276
,SA,CU,4.72,BLU,1500.00,SC47200,,sc47200.jpg,sc47200_cert.jpg,,9.50|8.70,,,Sapphire. Cushion. Blue 9.5X8.7,N,TGL,
,SA,CU,4.83,BLU,1450.00,SC4830ZB,,sc4830zb.jpg,sc4830zb_cert.jpg,,9.60|8.40|6.20,,,Sapphire. Cushion 9.6x8.4mm,N,TGL,
,SA,CU,5.03,BLU,2000.00,SC50300,,sc50300.jpg,SC50300_CERT.jpg,,8.80|10.80|5.70,,,Sapphire. Cushion. 8.8X10.8,H,TGL,25080782
,SA,CU,6.04,BLU,1275.00,SC6040ZB,,sc6040zb.jpg,sc6040zb_cert.jpg,,11.40|9.50|5.90,,,Sapphire. Cushion 11.4x9.5mm,N,TGL,
,SA,CU,6.05,BLU,3800.00,SC60500,,sc60500.jpg,SC60500_CERT.jpg,,10.60|10.00|6.20,,,Sapphire. Cushion. Blue 10.6X10.0,H,TGL,25090027
,SA,CC,53.76,BLU,2500.00,SCAB5376,,SCAB5376.jpg,scab_5376_cert.jpg,,20.40|16.74,,,SRI LANKA Cab Sapphire.CC 20.40x16.74,N,,
,SA,EC,7.39,BLU,4000.00,SE7390VC,,se7390vc_.jpg,se7390vc_cert.jpg,,10.50|9.40|7.30,,,Sapphire. EC 10.5x9.4mm,H,GIA,
,SA,PS,2.53,BLU,1650.00,SP25301,,SP25301.jpg,SP25301_CERT.jpg,,9.90|6.90|4.40,,,Sapphire. PS. Blue 9.9X6.9,N,TGL,25021140
,SA,PS,9.16,Blue,4000.00,SP91600,,SP91600.jpg,SP91600_CERT.jpg,,17.40|9.30|7.60,,,Sapphire. PS. 17.4X9.3MM,H,GRS,GRS2014-069638
,SA,PR,3.91,BLU,1400.00,SPR3910,,spr3910.jpg,SPR3910_CERT.jpg,,7.90|7.80|6.10,,,CERT PC Sapphire Gem 7.90x7.80,H,GRS,GRS2013-070114
,SA,RD,1.56,BLU,1400.00,SR15600,,sr15600.jpg,sr15600_cert.jpg,,7.20|7.20|3.60,,,Natural Sapphire. Round 7.2mm,N,TGL,26030225
,SA,RD,1.56,BLU,975.00,SR15601,,sr15601.jpg,sr15601_cert.jpg,,7.50|7.40|3.40,,,Natural. Sapphire. Round 7.5x7.4mm,N,TGL,26030224
,SA,RD,3.04,BLU,1850.00,SR3040,,SR3040.jpg,SR3040_CERT.jpg,,8.10|8.10|5.70,,,RD Sapphire Gem 8.10,N,TGL,24080104
,SA,RD,3.46,BLU,1650.00,SR34600,,sr34600.jpg,sr34600_cert.jpg,,8.50|8.50,,,Sapphire. Round. Blue 8.5MM,N,TGL,
,SA,OV,10.30,BLU,6750.00,SV10300V,,sv10300v.jpg,sv10300v_cert.jpg,,14.30|10.70|7.60,,,Sapphire. Oval. 14.3x10.7mm,H,GIA,1172064057
,SA,OV,11.04,BLU,7500.00,SV110400,,sv110400.jpg,sv110400_cert.jpg,,14.10|12.00|7.70,,CEY,Sapphire. Oval 14.1x12.0mm,H,GRS,GRS2013-094324
,SA,OV,1.11,Blue,1200.00,SV11100SK,,SV11100SK.jpg,SV11100SK_CERT.jpg,,6.80|5.70|3.50,,,Sapphire. Oval. Blue 6.8X5.7MM,N,GIA,51611534127
,SA,OV,1.19,BLU,1275.00,SV11900VC,,SV11900VC.jpg,SV11900VC_CERT.jpg,,8.10|6.00|2.50,,,Sapphire. Oval. 8.1x6.0mm,N,AIGS,GB15051998
,SA,OV,1.19,BLU,1275.00,SV11902VC,,SV11902VC.jpg,SV11902VC_CERT.jpg,,7.50|6.00|2.90,,,Sapphire. Oval. 7.5x6.0mm,N,GIA,
,SA,OV,12.70,BLU,16000.00,SV127000,,sv127000.jpg,sv127000_cert.jpg,,15.40|11.90|7.90,,,Natural. Sapphire 15.4x11.9mm,N,,GRS2014-105458
,SA,OV,13.58,BLU,12500.00,SV135800,,sv135800.jpg,sv135800_cert.jpg,,14.40|11.90|9.10,,CEY,Natural Sapphire. Oval 14.4x11.9mm,N,GRS,GRS2015-099734
,SA,OV,14.44,BLU,7500.00,SV144400,,sv144400.jpg,sv144400_cert.jpg,,16.20|11.90|8.60,,CEY,Sapphire. Oval 16.2x11.9mm,H,,GRS2014-101756
,SA,OV,2.04,BLU,3250.00,SV20400VC,,SV20400VC.jpg,SV20400VC_CERT.jpg,,8.00|6.60|4.30,,BUR,Sapphire. Oval. 8.0x6.6mm,N,GIA,
,SA,OV,2.12,Blue,1375.00,SV21200SK,,SV21200SK.jpg,SV21200SK_CERT.jpg,,8.90|6.70|4.10,,,Sapphire. Oval. Blue 8.9X6.7MM,N,GIA,5164539501
,SA,OV,2.13,Blue,1400.00,SV21300SK,,SV21300SK.jpg,SV21300SK_CERT.jpg,,8.70|6.10|4.60,,,Sapphire. Oval. Blue 8.7x6.1MM,N,GIA,1162539692
,SA,OV,3.09,BLU,2000.00,SV30900,,SV30900.jpg,SV30900_CERT.jpg,,9.50|7.30|5.20,,,Sapphire. Oval. Blue9.5X7.3,N,,
,SA,OV,5.15,BLU,2500.00,SV51500,,SV51500.jpg,SV51500_CERT.jpg,,11.70|9.00|5.60,,,Sapphire. Oval 11.7X9.0,H,AIGS,
,SA,OV,5.23,BLU,1950.00,SV52300,,SV52300.jpg,SV52300_CERT.jpg,,10.50|8.20|7.00,,,Sapphire. Oval. Blue 10.5X8.2,N,TGL,25090976
,SA,OV,8.82,BLU,2500.00,SV8820,,sv8820.jpg,sv8820_CERT.jpg,,13.20|10.10|7.00,,,CERT OV Sapphire Gem 13.20x10.10,H,TGL,23120382
,PA,PS,2.52,BLU,4500.00,XPBP2520,,xpbp2520.jpg,xpbp2520_cert.jpg,,10.50|5.80,,,Paraiba. PS 10.5x5.8mm,H,GIA,
,PA,PS,4.08,BLU,5000.00,XPBP4080,,xpbp4080.jpg,xpbp4080_cert.jpg,,10.00|7.00,,,Paraiba. PS 10.0x7.0mm,H,GIA,
,PA,RD,4.10,BLU,5000.00,XPBR4100,,xpbr4100.jpg,xpbr4100_cert.jpg,,7.90|7.90|5.00,,,Paraiba. Round 7.9MM,H,GIA,
,PA,OV,5.12,BLU,15000.00,XPBV5120Z,,xpbv5120z.jpg,xpbv5120z_cert.jpg,,9.80|7.20|5.50,,BRA,Paraiba. Oval. 9.8x7.2mm,H,,
,PA,OV,2.60,BLU,14000.00,XPV260Z,,XPV260Z.jpg,XPV260Z_CERT.jpg,,7.20|6.10|4.70,,BRA,Paraiba. Oval. Blue. Brazil 7.2X6.1,E,GIA,
,YS,CU,2.24,Yellow,600.00,YC2240SK,,YC2240SK.jpg,YC2240SK_CERT.jpg,,8.20|7.10|4.20,,,Y. Sapphire. Cushion. Yellow 8.2X7.1MM,N,AGTA,94003707
,YS,CU,8.05,Yellow,975.00,YC8050ZB,,yc8050zb.jpg,yc8050zb_cert.jpg,,11.00|10.90|6.70,,,Y. Sapphire. Cushion 11.0x10.9mm,H,TGL,
,YS,CU,8.46,Yellow,675.00,YC8470,,YC8470.jpg,yc8470_CERT.jpg,,10.80|9.90|8.30,,,CC Y. Sapphire Gem. 10.8-9.9,N,GIA,1142874468
,YS,RAD,10.56,Yellow,975.00,YD105600,,YD105600.jpg,YD105600_CERT.jpg,,13.20|10.50|8.08,,,Y. Sapphire. RAD 13.2x10.5mm,N,,25080783
,YS,RAD,15.44,Yellow,1200.00,YD154400,,yd154400.jpg,yd154400_cert.jpg,,14.70|13.60|7.80,,,Y. Sapphire 14.7X13.6mm,H,GIA,16116294
,YS,RAD,18.60,Yellow,1600.00,YD186000,,YD186000.jpg,yd186000_cert.jpg,,17.20|13.00|9.20,,,Y. Sapphire 17.2X13.0mm,N,AGTA,91010110
,YS,EC,2.03,Yellow,750.00,YE2030SK,,YE2030SK.jpg,YE2030SK_CERT.jpg,,8.20|6.40|3.80,,,Y. Sapphire. EC. Yellow 8.2X6.4MM,N,GIA,2155571275
,YS,EC,2.10,Yellow,750.00,YE21000SK,,YE21000SK.jpg,YE21000SK_CERT.jpg,,8.50|6.30|3.90,,,Y. Sapphire. EC. Yellow 8.5X6.3MM,N,GIA,2155571667
,YS,EC,2.14,Yellow,600.00,YE21400SK,,YE21400SK.jpg,YE21400SK_CERT.jpg,,8.50|6.90|3.50,,,Y. Sapphire. EC. Yellow 8.5X6.9MM,N,AGTA,97010608
,YS,OV,1.97,Yellow,600.00,YV19700SK,,YV19700SK.jpg,YV19700SK_CERT.jpg,,8.50|6.80|3.90,,,Y. Sapphire. Oval. Yellow 8.5X6.8MM,N,GIA,5161539432
,YS,OV,2.67,Yellow,750.00,YV26700SK,,YV26700SK.jpg,YV26700SK_CERT.jpg,,9.10|6.90|4.70,,,Y. Sapphire. Oval. Yellow 9.1X6.9MM,N,GIA,2165539710
,YS,OV,2.83,Yellow,750.00,YV28300SK,,YV28300SK.jpg,YV28300SK_CERT.jpg,,9.40|7.40|4.70,,,Y. Sapphire. Oval. Yellow 9.4X7.4MM,N,GIA,5161539572
,PA,OV,4.61,BLU,150000.00,PBV461Z,,PBV461Z.jpg,pbv461z_CERT.jpg,,10.80|8.30|7.60,,,Paraiba. Oval. Blue 10.8X8.3,,GRS,GRS2014-114015
,SA,CU,5.21,BLU,2500.00,SC5210,,,sc5210_cert.jpg,,9.50|9.00|6.40,,,Sapphire 9.5x9.0 mm,H,AIGS,
